LATITUDE,LONGITUDE,MUNICIPIO,UF,
(-11.48,-37.93,"RIO REAL","BA"),
(-8.85,-38.75,"RODELAS","BA"),
(-12.28,-40.49,"RUY BARBOSA","BA"),
(-12.87,-38.76,"SALINAS DA MARGARIDA","BA"),
(-12.97,-38.51,"SALVADOR","BA"),
(-11.95,-38.97,"SANTA BARBARA","BA"),
(-9.73,-38.12,"SANTA BRIGIDA","BA"),
(-16.27,-39.02,"SANTA CRUZ CABRALIA","BA"),
(-14.96,-39.81,"SANTA CRUZ DA VITORIA","BA"),
(-13.29,-39.81,"SANTA INES","BA"),
(-15.42,-39.33,"SANTA LUZIA","BA"),
(-13.39,-44.19,"SANTA MARIA DA VITORIA","BA"),
(-11,-44.51,"SANTA RITA DE CASSIA","BA"),
(-12.77,-39.52,"SANTA TERESINHA","BA"),
(-11.25,-39.37,"SANTALUZ","BA"),
(-12.98,-44.05,"SANTANA","BA"),
(-12.01,-38.86,"SANTANOPOLIS","BA"),
(-12.54,-38.71,"SANTO AMARO","BA"),
(-12.96,-39.26,"SANTO ANTONIO DE JESUS","BA"),
(-12.43,-39.25,"SANTO ESTEVAO","BA"),
(-12.36,-44.97,"SAO DESIDERIO","BA"),
(-11.5,-39.54,"SAO DOMINGOS","BA"),
(-12.84,-39.08,"SAO FELIPE","BA"),
(-12.6,-38.97,"SAO FELIX","BA"),
(-13.4,-44.19,"SAO FELIX DO CORIBE","BA"),
(-12.62,-38.68,"SAO FRANCISCO DO CONDE","BA"),
(-11.22,-41.91,"SAO GABRIEL","BA"),
(-12.43,-38.96,"SAO GONCALO DOS CAMPOS","BA"),
(-15.08,-39.33,"SAO JOSE DA VITORIA","BA"),
(-11.41,-39.86,"SAO JOSE DO JACUIPE","BA"),
(-13.04,-39.45,"SAO MIGUEL DAS MATAS","BA"),
(-12.51,-38.49,"SAO SEBASTIAO DO PASSE","BA"),
(-12.72,-39.18,"SAPEACU","BA"),
(-11.6,-38.6,"SATIRO DIAS","BA"),
(-12.73,-38.76,"SAUBARA","BA"),
(-10.94,-40.41,"SAUDE","BA"),
(-12.41,-41.77,"SEABRA","BA"),
(-14.57,-42.94,"SEBASTIAO LARANJEIRAS","BA"),
(-10.46,-40.19,"SENHOR DO BONFIM","BA"),
(-9.74,-41.88,"SENTO SE","BA"),
(-13.57,-43.59,"SERRA DO RAMALHO","BA"),
(-12.76,-43.95,"SERRA DOURADA","BA"),
(-12.16,-39.33,"SERRA PRETA","BA"),
(-11.66,-39,"SERRINHA","BA"),
(-11.41,-40.3,"SERROLANDIA","BA"),
(-12.78,-38.4,"SIMOES FILHO","BA"),
(-13.08,-43.46,"SITIO DO MATO","BA"),
(-10.35,-38.21,"SITIO DO QUINTO","BA"),
(-9.45,-40.82,"SOBRADINHO","BA"),
(-12.08,-41.63,"SOUTO SOARES","BA"),
(-12.7,-44,"TABOCAS DO BREJO VELHO","BA"),
(-14.02,-41.24,"TANHACU","BA"),
(-13.54,-42.49,"TANQUE NOVO","BA"),
(-11.97,-39.1,"TANQUINHO","BA"),
(-13.53,-39.09,"TAPEROA","BA"),
(-11.84,-40.79,"TAPIRAMUTA","BA"),
(-17.53,-39.74,"TEIXEIRA DE FREITAS","BA"),
(-12.29,-38.62,"TEODORO SAMPAIO","BA"),
(-11.48,-38.99,"TEOFILANDIA","BA"),
(-13.6,-39.49,"TEOLANDIA","BA"),
(-12.39,-38.62,"TERRA NOVA","BA"),
(-14.97,-41.41,"TREMEDAL","BA"),
(-10.96,-38.78,"TUCANO","BA"),
(-9.84,-39.48,"UAUA","BA"),
(-13.26,-39.66,"UBAIRA","BA"),
(-14.31,-39.32,"UBAITABA","BA"),
(-14.21,-39.52,"UBATA","BA"),
(-11.33,-42.13,"UIBAI","BA"),
(-10.73,-41.32,"UMBURANAS","BA"),
(-15.29,-39.07,"UNA","BA"),
(-14.77,-42.65,"URANDI","BA"),
(-14.59,-39.28,"URUCUCA","BA"),
(-12.08,-41.09,"UTINGA","BA"),
(-13.37,-39.07,"VALENCA","BA"),
(-11.41,-39.46,"VALENTE","BA"),
(-11.6,-40.13,"VARZEA DA ROCA","BA"),
(-11.52,-40.32,"VARZEA DO POCO","BA"),
(-11.25,-40.94,"VARZEA NOVA","BA"),
(-12.97,-39.39,"VARZEDO","BA"),
(-12.96,-38.6,"VERA CRUZ","BA"),
(-17.22,-40.09,"VEREDA","BA"),
(-14.86,-40.83,"VITORIA DA CONQUISTA","BA"),
(-12.28,-41.16,"WAGNER","BA"),
(-12.12,-43.88,"WANDERLEY","BA"),
(-13.68,-39.47,"WENCESLAU GUIMARAES","BA"),
(-10.82,-42.73,"XIQUE-XIQUE","BA"),
(-7.35,-39.04,"ABAIARA","CE"),
(-4.22,-38.7,"ACARAPE","CE"),
(-2.88,-40.12,"ACARAU","CE"),
(-6.09,-39.45,"ACOPIARA","CE"),
(-6.57,-40.12,"AIUABA","CE"),
(-3.58,-40.54,"ALCANTARAS","CE"),
(-7,-39.74,"ALTANEIRA","CE"),
(-5.52,-38.27,"ALTO SANTO","CE"),
(-3.49,-39.57,"AMONTADA","CE"),
(-6.77,-39.98,"ANTONINA DO NORTE","CE"),
(-3.94,-39.43,"APUIARES","CE"),
(-3.9,-38.39,"AQUIRAZ","CE"),
(-4.56,-37.77,"ARACATI","CE"),
(-4.37,-38.81,"ARACOIABA","CE"),
(-4.75,-40.83,"ARARENDA","CE"),
(-7.21,-40.04,"ARARIPE","CE"),
(-4.41,-39.04,"ARATUBA","CE"),
(-6.32,-40.16,"ARNEIROZ","CE"),
(-6.87,-39.87,"ASSARE","CE"),
(-6.94,-38.96,"AURORA","CE"),
(-6.73,-38.71,"BAIXIO","CE"),
(-5.31,-38.92,"BANABUIU","CE"),
(-7.3,-39.3,"BARBALHA","CE"),
(-4.28,-38.64,"BARREIRA","CE"),
(-7.17,-38.78,"BARRO","CE"),
(-3.01,-41.13,"BARROQUINHA","CE"),
(-4.32,-38.88,"BATURITE","CE"),
(-4.18,-38.13,"BEBERIBE","CE"),
(-3.05,-40.16,"BELA CRUZ","CE"),
(-5.12,-39.73,"BOA VIAGEM","CE"),
(-7.49,-38.98,"BREJO SANTO","CE"),
(-2.9,-40.84,"CAMOCIM","CE"),
(-7.07,-40.37,"CAMPOS SALES","CE"),
(-4.35,-39.31,"CANINDE","CE"),
(-4.47,-38.9,"CAPISTRANO","CE"),
(-4.23,-39.19,"CARIDADE","CE"),
(-3.95,-40.47,"CARIRE","CE"),
(-7.04,-39.28,"CARIRIACU","CE"),
(-6.53,-39.49,"CARIUS","CE"),
(-4.16,-40.94,"CARNAUBAL","CE"),
(-4.13,-38.23,"CASCAVEL","CE"),
(-6.13,-39.87,"CATARINA","CE"),
(-4.64,-40.2,"CATUNDA","CE"),
(-3.73,-38.65,"CAUCAIA","CE"),
(-6.6,-39.06,"CEDRO","CE"),
(-3.03,-41.24,"CHAVAL","CE"),
(-4.84,-39.14,"CHORO","CE"),
(-4.3,-38.49,"CHOROZINHO","CE"),
(-3.53,-40.65,"COREAU","CE"),
(-5.17,-40.67,"CRATEUS","CE"),
(-7.23,-39.4,"CRATO","CE"),
(-4.4,-40.91,"CROATA","CE"),
(-2.91,-40.17,"CRUZ","CE"),
(-5.91,-39.26,"DEPUTADO IRAPUAN PINHEIRO","CE"),
(-6.03,-38.34,"ERERE","CE"),
(-3.89,-38.45,"EUSEBIO","CE"),
(-6.93,-39.56,"FARIAS BRITO","CE"),
(-3.79,-40.26,"FORQUILHA","CE"),
(-3.71,-38.54,"FORTALEZA","CE"),
(-4.45,-37.79,"FORTIM","CE"),
(-3.76,-40.81,"FRECHEIRINHA","CE"),
(-4.05,-39.45,"GENERAL SAMPAIO","CE"),
(-4.04,-40.75,"GRACA","CE"),
(-3.12,-40.82,"GRANJA","CE"),
(-6.88,-39.21,"GRANJEIRO","CE"),
(-3.91,-40.38,"GROAIRAS","CE"),
(-4.04,-38.63,"GUAIUBA","CE"),
(-4.16,-40.74,"GUARACIABA DO NORTE","CE"),
(-4.26,-38.93,"GUARAMIRANGA","CE"),
(-4.4,-40.43,"HIDROLANDIA","CE"),
(-4.09,-38.49,"HORIZONTE","CE"),
(-4.8,-38.75,"IBARETAMA","CE"),
(-3.92,-40.88,"IBIAPINA","CE"),
(-4.97,-38.63,"IBICUITINGA","CE"),
(-4.71,-37.35,"ICAPUI","CE"),
(-6.4,-38.86,"ICO","CE"),
(-6.35,-39.29,"IGUATU","CE"),
(-5.39,-40.3,"INDEPENDENCIA","CE"),
(-4.9,-40.75,"IPAPORANGA","CE"),
(-6.79,-38.71,"IPAUMIRIM","CE"),
(-4.32,-40.71,"IPU","CE"),
(-4.54,-40.71,"IPUEIRAS","CE"),
(-5.81,-38.3,"IRACEMA","CE"),
(-3.74,-39.78,"IRAUCUBA","CE"),
(-4.67,-37.82,"ITAICABA","CE"),
(-3.96,-38.52,"ITAITINGA","CE"),
(-3.68,-39.58,"ITAPAGE","CE"),
(-3.36,-39.83,"ITAPIPOCA","CE"),
(-4.56,-38.92,"ITAPIUNA","CE"),
(-2.92,-39.91,"ITAREMA","CE"),
(-4.52,-39.62,"ITATIRA","CE"),
(-5.61,-38.76,"JAGUARETAMA","CE"),
(-5.65,-38.62,"JAGUARIBARA","CE"),
(-5.89,-38.62,"JAGUARIBE","CE"),
(-4.83,-37.78,"JAGUARUANA","CE"),
(-7.58,-39.29,"JARDIM","CE"),
(-7.68,-39.01,"JATI","CE"),
(-2.79,-40.51,"JIJOCA DE JERICOACOARA","CE"),
(-7.21,-39.31,"JUAZEIRO DO NORTE","CE"),
(-6.52,-39.52,"JUCAS","CE"),
(-6.75,-38.97,"LAVRAS DA MANGABEIRA","CE"),
(-5.14,-38.09,"LIMOEIRO DO NORTE","CE"),
(-4.85,-39.57,"MADALENA","CE"),
(-3.87,-38.62,"MARACANAU","CE"),
(-3.89,-38.68,"MARANGUAPE","CE"),
(-3.12,-40.14,"MARCO","CE"),
(-3.22,-40.69,"MARTINOPOLE","CE"),
(-3.52,-40.34,"MASSAPE","CE"),
(-7.38,-38.77,"MAURITI","CE"),
(-3.54,-40.45,"MERUOCA","CE"),
(-7.31,-38.94,"MILAGRES","CE"),
(-5.67,-39.19,"MILHA","CE"),
(-3.56,-39.97,"MIRAIMA","CE"),
(-7.25,-39.14,"MISSAO VELHA","CE"),
(-5.74,-39.62,"MOMBACA","CE"),
(-4.78,-40.06,"MONSENHOR TABOSA","CE"),
(-5.1,-38.37,"MORADA NOVA","CE"),
(-3.46,-40.68,"MORAUJO","CE"),
(-3.22,-40.12,"MORRINHOS","CE"),
(-3.9,-40.74,"MUCAMBO","CE"),
(-4.3,-38.99,"MULUNGU","CE"),
(-7.09,-39.68,"NOVA OLINDA","CE"),
(-4.7,-40.56,"NOVA RUSSAS","CE"),
(-5.53,-40.77,"NOVO ORIENTE","CE"),
(-4.49,-38.59,"OCARA","CE"),
(-6.24,-38.91,"OROS","CE"),
(-4.17,-38.46,"PACAJUS","CE"),
(-3.98,-38.62,"PACATUBA","CE"),
(-4.22,-38.92,"PACOTI","CE"),
(-3.98,-40.69,"PACUJA","CE"),
(-4.74,-37.95,"PALHANO","CE"),
(-4.15,-38.84,"PALMACIA","CE"),
(-3.41,-39.03,"PARACURU","CE"),
(-3.43,-39.14,"PARAIPABA","CE"),
(-6.21,-40.69,"PARAMBU","CE"),
(-4.09,-39.23,"PARAMOTI","CE"),
(-5.45,-39.71,"PEDRA BRANCA","CE"),
(-7.82,-39.07,"PENAFORTE","CE"),
(-3.79,-39.27,"PENTECOSTE","CE"),
(-6.04,-38.46,"PEREIRO","CE"),
(-4.02,-38.3,"PINDORETAMA","CE"),
(-5.8,-39.41,"PIQUET CARNEIRO","CE"),
(-4.24,-40.64,"PIRES FERREIRA","CE"),
(-4.74,-40.92,"PORANGA","CE"),
(-7.53,-39.11,"PORTEIRAS","CE"),
(-7.09,-40.02,"POTENGI","CE"),
(-5.66,-38.25,"POTIRETAMA","CE"),
(-5.84,-40.7,"QUITERIANOPOLIS","CE"),
(-4.97,-39.01,"QUIXADA","CE"),
(-6.25,-39.2,"QUIXELO","CE"),
(-5.19,-39.29,"QUIXERAMOBIM","CE"),
(-5.07,-37.98,"QUIXERE","CE"),
(-4.22,-38.73,"REDENCAO","CE"),
(-4.14,-40.58,"RERIUTABA","CE"),
(-4.94,-37.97,"RUSSAS","CE"),
(-6.54,-39.9,"SABOEIRO","CE"),
(-7.28,-40.45,"SALITRE","CE"),
(-4.33,-40.15,"SANTA QUITERIA","CE"),
(-3.46,-40.21,"SANTANA DO ACARAU","CE"),
(-7.18,-39.73,"SANTANA DO CARIRI","CE"),
(-4.04,-40.86,"SAO BENEDITO","CE"),
(-3.6,-38.96,"SAO GONCALO DO AMARANTE","CE"),
(-5.27,-38.27,"SAO JOAO DO JAGUARIBE","CE"),
(-3.67,-39.24,"SAO LUIS DO CURU","CE"),
(-5.58,-39.37,"SENADOR POMPEU","CE"),
(-3.35,-40.46,"SENADOR SA","CE"),
(-3.68,-40.35,"SOBRAL","CE"),
(-5.73,-39,"SOLONOPOLE","CE"),
(-5.24,-38.13,"TABULEIRO DO NORTE","CE"),
(-4.83,-40.32,"TAMBORIL","CE"),
(-6.68,-39.76,"TARRAFAS","CE"),
(-6,-40.29,"TAUA","CE"),
(-3.98,-39.58,"TEJUCUOCA","CE"),
(-3.73,-40.99,"TIANGUA","CE"),
(-3.27,-39.26,"TRAIRI","CE"),
(-3.58,-39.43,"TURURU","CE"),
(-3.85,-40.92,"UBAJARA","CE"),
(-6.64,-38.7,"UMARI","CE"),
(-3.67,-39.35,"UMIRIM","CE"),
(-3.62,-39.5,"URUBURETAMA","CE"),
(-3.31,-40.55,"URUOCA","CE"),
(-4.19,-40.47,"VARJOTA","CE"),
(-6.78,-39.29,"VARZEA ALEGRE","CE"),
(-3.56,-41.09,"VICOSA DO CEARA","CE"),
(-15.78,-47.93,"BRASILIA","DF"),
(-20.07,-41.12,"AFONSO CLAUDIO","ES"),
(-18.54,-40.97,"AGUA DOCE DO NORTE","ES"),
(-18.98,-40.74,"AGUIA BRANCA","ES"),
(-20.76,-41.53,"ALEGRE","ES"),
(-20.63,-40.75,"ALFREDO CHAVES","ES"),
(-19.05,-41.01,"ALTO RIO NOVO","ES"),
(-20.79,-40.65,"ANCHIETA","ES"),
(-21.15,-41.56,"APIACA","ES"),
(-19.82,-40.27,"ARACRUZ","ES"),
(-20.91,-41.19,"ATILIO VIVACQUA","ES"),
(-19.51,-41.01,"BAIXO GUANDU","ES"),
(-18.75,-40.89,"BARRA DE SAO FRANCISCO","ES"),
(-18.54,-40.29,"BOA ESPERANCA","ES"),
(-21.11,-41.67,"BOM JESUS DO NORTE","ES"),
(-20.14,-41.29,"BREJETUBA","ES"),
(-20.84,-41.11,"CACHOEIRO DE ITAPEMIRIM","ES"),
(-20.26,-40.42,"CARIACICA","ES"),
(-20.6,-41.18,"CASTELO","ES"),
(-19.53,-40.63,"COLATINA","ES"),
(-18.59,-39.73,"CONCEICAO DA BARRA","ES"),
(-20.36,-41.24,"CONCEICAO DO CASTELO","ES"),
(-20.62,-41.68,"DIVINO DE SAO LOURENCO","ES"),
(-20.36,-40.65,"DOMINGOS MARTINS","ES"),
(-20.68,-41.84,"DORES DO RIO PRETO","ES"),
(-18.37,-40.83,"ECOPORANGA","ES"),
(-19.93,-40.4,"FUNDAO","ES"),
(-20.77,-41.67,"GUACUI","ES"),
(-20.65,-40.51,"GUARAPARI","ES"),
(-20.23,-41.51,"IBATIBA","ES"),
(-19.83,-40.37,"IBIRACU","ES"),
(-20.54,-41.66,"IBITIRAMA","ES"),
(-20.79,-40.81,"ICONHA","ES"),
(-20.34,-41.64,"IRUPI","ES"),
(-19.8,-40.85,"ITAGUACU","ES"),
(-21.01,-40.83,"ITAPEMIRIM","ES"),
(-19.87,-40.87,"ITARANA","ES"),
(-20.34,-41.53,"IUNA","ES"),
(-18.9,-40.07,"JAGUARE","ES"),
(-20.78,-41.39,"JERONIMO MONTEIRO","ES"),
(-19.75,-40.38,"JOAO NEIVA","ES"),
(-19.89,-41.05,"LARANJA DA TERRA","ES"),
(-19.39,-40.07,"LINHARES","ES"),
(-18.86,-41.12,"MANTENOPOLIS","ES"),
(-21.04,-40.82,"MARATAIZES","ES"),
(-20.41,-40.68,"MARECHAL FLORIANO","ES"),
(-19.41,-40.54,"MARILANDIA","ES"),
(-21.06,-41.36,"MIMOSO DO SUL","ES"),
(-18.12,-40.36,"MONTANHA","ES"),
(-18.09,-40.51,"MUCURICI","ES"),
(-20.46,-41.41,"MUNIZ FREIRE","ES"),
(-20.95,-41.34,"MUQUI","ES"),
(-18.71,-40.4,"NOVA VENECIA","ES"),
(-19.22,-40.85,"PANCAS","ES"),
(-18.03,-40.15,"PEDRO CANARIO","ES"),
(-18.38,-40.12,"PINHEIROS","ES"),
(-20.83,-40.72,"PIUMA","ES"),
(-18.12,-40.54,"PONTO BELO","ES"),
(-21.09,-41.04,"PRESIDENTE KENNEDY","ES"),
(-19.26,-40.33,"RIO BANANAL","ES"),
(-20.86,-40.93,"RIO NOVO DO SUL","ES"),
(-20.1,-40.53,"SANTA LEOPOLDINA","ES"),
(-20.04,-40.74,"SANTA MARIA DE JETIBA","ES"),
(-19.93,-40.6,"SANTA TERESA","ES"),
(-19.14,-40.62,"SAO DOMINGOS DO NORTE","ES"),
(-19.01,-40.53,"SAO GABRIEL DA PALHA","ES"),
(-21.02,-41.65,"SAO JOSE DO CALCADO","ES"),
(-18.71,-39.85,"SAO MATEUS","ES"),
(-19.73,-40.65,"SAO ROQUE DO CANAA","ES"),
(-20.12,-40.3,"SERRA","ES"),
(-19.19,-40.09,"SOORETAMA","ES"),
(-20.67,-41,"VARGEM ALTA","ES"),
(-20.34,-41.13,"VENDA NOVA DO IMIGRANTE","ES"),
(-20.39,-40.49,"VIANA","ES"),
(-18.61,-40.61,"VILA PAVAO","ES"),
(-18.99,-40.38,"VILA VALERIO","ES"),
(-20.33,-40.29,"VILA VELHA","ES"),
(-20.31,-40.33,"VITORIA","ES"),
(-16.75,-49.43,"ABADIA DE GOIAS","GO"),
(-16.2,-48.7,"ABADIANIA","GO"),
(-17.39,-50.37,"ACREUNA","GO"),
(-16.41,-50.16,"ADELANDIA","GO"),
(-14.98,-47.78,"AGUA FRIA DE GOIAS","GO"),
(-18.07,-48.76,"AGUA LIMPA","GO"),
(-15.76,-48.28,"AGUAS LINDAS DE GOIAS","GO"),
(-16.08,-48.5,"ALEXANIA","GO"),
(-17.72,-49.48,"ALOANDIA","GO"),
(-14.19,-49.33,"ALTO HORIZONTE","GO"),
(-14.13,-47.51,"ALTO PARAISO DE GOIAS","GO"),
(-14.48,-46.49,"ALVORADA DO NORTE","GO"),
(-13.92,-49.29,"AMARALINA","GO"),
(-16.25,-49.98,"AMERICANO DO BRASIL","GO"),
(-16.61,-51.09,"AMORINOPOLIS","GO"),
(-16.32,-48.95,"ANAPOLIS","GO"),
(-18.33,-48.21,"ANHANGUERA","GO"),
(-16.46,-49.96,"ANICUNS","GO"),
(-16.82,-49.24,"APARECIDA DE GOIANIA","GO"),
(-18.29,-51.14,"APARECIDA DO RIO DOCE","GO"),
(-18.96,-51.92,"APORE","GO"),
(-16.35,-49.68,"ARACU","GO"),
(-15.89,-52.25,"ARAGARCAS","GO"),
(-16.91,-49.45,"ARAGOIANIA","GO"),
(-15.09,-50.63,"ARAGUAPAZ","GO"),
(-16.38,-51.56,"ARENOPOLIS","GO"),
(-14.92,-51.08,"ARUANA","GO"),
(-16.68,-50.46,"AURILANDIA","GO"),
(-16.46,-49.75,"AVELINOPOLIS","GO"),
(-16.19,-52.54,"BALIZA","GO"),
(-14.97,-48.91,"BARRO ALTO","GO"),
(-16.97,-48.95,"BELA VISTA DE GOIAS","GO"),
(-16.21,-52.17,"BOM JARDIM DE GOIAS","GO"),
(-18.21,-49.74,"BOM JESUS DE GOIAS","GO"),
(-16.61,-48.96,"BONFINOPOLIS","GO"),
(-13.63,-49.81,"BONOPOLIS","GO"),
(-16.43,-49.38,"BRAZABRANTES","GO"),
(-15.24,-51.16,"BRITANIA","GO"),
(-18.14,-49.04,"BURITI ALEGRE","GO"),
(-16.18,-50.43,"BURITI DE GOIAS","GO"),
(-14.47,-46.4,"BURITINOPOLIS","GO"),
(-15.8,-46.92,"CABECEIRAS","GO"),
(-18.76,-50.94,"CACHOEIRA ALTA","GO"),
(-16.66,-50.64,"CACHOEIRA DE GOIAS","GO"),
(-18.49,-49.47,"CACHOEIRA DOURADA","GO"),
(-18.55,-51.13,"CACU","GO"),
(-16.95,-51.81,"CAIAPONIA","GO"),
(-17.74,-48.62,"CALDAS NOVAS","GO"),
(-16.71,-49,"CALDAZINHA","GO"),
(-16.76,-49.69,"CAMPESTRE DE GOIAS","GO"),
(-13.79,-48.57,"CAMPINACU","GO"),
(-14.31,-49.15,"CAMPINORTE","GO"),
(-17.63,-47.78,"CAMPO ALEGRE DE GOIAS","GO"),
(-13.03,-46.77,"CAMPOS BELOS","GO"),
(-14.25,-49.65,"CAMPOS VERDES","GO"),
(-15.35,-49.7,"CARMO DO RIO VERDE","GO"),
(-18.09,-50.2,"CASTELANDIA","GO"),
(-18.17,-47.94,"CATALAO","GO"),
(-16.44,-49.49,"CATURAI","GO"),
(-13.79,-47.45,"CAVALCANTE","GO"),
(-15.3,-49.59,"CERES","GO"),
(-16.97,-49.77,"CEZARINA","GO"),
(-18.4,-52.54,"CHAPADAO DO CEU","GO"),
(-16.07,-47.92,"CIDADE OCIDENTAL","GO"),
(-15.79,-48.77,"COCALZINHO DE GOIAS","GO"),
(-14.15,-48.07,"COLINAS DO SUL","GO"),
(-16.29,-50.54,"CORREGO DO OURO","GO"),
(-15.92,-48.8,"CORUMBA DE GOIAS","GO"),
(-18.14,-48.56,"CORUMBAIBA","GO"),
(-16.76,-47.61,"CRISTALINA","GO"),
(-17.19,-48.7,"CRISTIANOPOLIS","GO"),
(-14.54,-49.96,"CRIXAS","GO"),
(-17.28,-49.38,"CROMINIA","GO"),
(-18.26,-48.15,"CUMARI","GO"),
(-14.56,-46.17,"DAMIANOPOLIS","GO"),
(-16.25,-49.37,"DAMOLANDIA","GO"),
(-18.15,-47.56,"DAVINOPOLIS","GO"),
(-16.23,-51.25,"DIORAMA","GO"),
(-13.29,-46.39,"DIVINOPOLIS DE GOIAS","GO"),
(-16.72,-52.31,"DOVERLANDIA","GO"),
(-17.42,-49.66,"EDEALINA","GO"),
(-17.33,-49.93,"EDEIA","GO"),
(-13.86,-49.07,"ESTRELA DO NORTE","GO"),
(-15.44,-50.36,"FAINA","GO"),
(-16.18,-50.78,"FAZENDA NOVA","GO"),
(-16.58,-50.3,"FIRMINOPOLIS","GO"),
(-14.44,-47.05,"FLORES DE GOIAS","GO"),
(-15.53,-47.33,"FORMOSA","GO"),
(-13.65,-48.88,"FORMOSO","GO"),
(-16.51,-49.02,"GOIANAPOLIS","GO"),
(-18.13,-48.08,"GOIANDIRA","GO"),
(-15.31,-49.11,"GOIANESIA","GO"),
(-16.67,-49.25,"GOIANIA","GO"),
(-16.49,-49.42,"GOIANIRA","GO"),
(-15.93,-50.14,"GOIAS","GO"),
(-18.01,-49.35,"GOIATUBA","GO"),
(-18.64,-50.06,"GOUVELANDIA","GO"),
(-16.83,-49.53,"GUAPO","GO"),
(-15.61,-50.02,"GUARAITA","GO"),
(-13.93,-46.48,"GUARANI DE GOIAS","GO"),
(-14.73,-49.7,"GUARINOS","GO"),
(-15.71,-49.82,"HEITORAI","GO"),
(-16.96,-49.22,"HIDROLANDIA","GO"),
(-14.72,-49.46,"HIDROLINA","GO"),
(-14.09,-46.63,"IACIARA","GO"),
(-18.48,-49.98,"INACIOLANDIA","GO"),
(-17.14,-49.98,"INDIARA","GO"),
(-16.35,-49.49,"INHUMAS","GO"),
(-17.72,-48.16,"IPAMERI","GO"),
(-16.44,-51.11,"IPORA","GO"),
(-16.31,-50.9,"ISRAELANDIA","GO"),
(-16.02,-49.81,"ITABERAI","GO"),
(-15.91,-49.6,"ITAGUARI","GO"),
(-15.75,-49.63,"ITAGUARU","GO"),
(-19.06,-51.54,"ITAJA","GO"),
(-14.95,-49.54,"ITAPACI","GO"),
(-15.82,-50.61,"ITAPIRAPUA","GO"),
(-15.56,-49.94,"ITAPURANGA","GO"),
(-18.76,-51.34,"ITARUMA","GO"),
(-16.2,-49.6,"ITAUCU","GO"),
(-18.42,-49.21,"ITUMBIARA","GO"),
(-16.6,-50.79,"IVOLANDIA","GO"),
(-17.04,-50.14,"JANDAIA","GO"),
(-15.75,-49.33,"JARAGUA","GO"),
(-17.88,-51.71,"JATAI","GO"),
(-16.17,-50.95,"JAUPACI","GO"),
(-15.95,-49.37,"JESUPOLIS","GO"),
(-17.8,-49.61,"JOVIANIA","GO"),
(-15.86,-50.86,"JUSSARA","GO"),
(-16.61,-48.74,"LEOPOLDO DE BULHOES","GO"),
(-16.25,-47.95,"LUZIANIA","GO"),
(-17.29,-49.49,"MAIRIPOTABA","GO"),
(-14.48,-46.11,"MAMBAI","GO"),
(-14.01,-49.17,"MARA ROSA","GO"),
(-17.98,-48.64,"MARZAGAO","GO"),
(-15.44,-50.74,"MATRINCHA","GO"),
(-17.97,-50.33,"MAURILANDIA","GO"),
(-15.05,-48.16,"MIMOSO DE GOIAS","GO"),
(-13.53,-48.22,"MINACU","GO"),
(-17.56,-52.55,"MINEIROS","GO"),
(-16.54,-50.73,"MOIPORA","GO"),
(-13.25,-46.9,"MONTE ALEGRE DE GOIAS","GO"),
(-16,-51.39,"MONTES CLAROS DE GOIAS","GO"),
(-17.44,-51.17,"MONTIVIDIU","GO"),
(-13.11,-48.6,"MONTIVIDIU DO NORTE","GO"),
(-17.73,-49.1,"MORRINHOS","GO"),
(-15.32,-50.05,"MORRO AGUDO DE GOIAS","GO"),
(-16.12,-50.21,"MOSSAMEDES","GO"),
(-14.74,-50.57,"MOZARLANDIA","GO"),
(-13.77,-50.28,"MUNDO NOVO","GO"),
(-13.73,-49.27,"MUTUNOPOLIS","GO"),
(-16.58,-49.88,"NAZARIO","GO"),
(-16.4,-49.21,"NEROPOLIS","GO"),
(-14.47,-48.46,"NIQUELANDIA","GO"),
(-15.02,-49.89,"NOVA AMERICA","GO"),
(-18.05,-48.25,"NOVA AURORA","GO"),
(-14.09,-50.32,"NOVA CRIXAS","GO"),
(-15.14,-49.57,"NOVA GLORIA","GO"),
(-14.28,-49.38,"NOVA IGUACU DE GOIAS","GO"),
(-13.74,-46.88,"NOVA ROMA","GO"),
(-16.37,-49.32,"NOVA VENEZA","GO"),
(-16.03,-50.71,"NOVO BRASIL","GO"),
(-16.05,-48.03,"NOVO GAMA","GO"),
(-13.24,-49.5,"NOVO PLANALTO","GO"),
(-17.03,-48.29,"ORIZONA","GO"),
(-16.22,-49.19,"OURO VERDE DE GOIAS","GO"),
(-18.23,-47.83,"OUVIDOR","GO"),
(-15.16,-48.28,"PADRE BERNARDO","GO"),
(-16.73,-51.53,"PALESTINA DE GOIAS","GO"),
(-16.8,-49.92,"PALMEIRAS DE GOIAS","GO"),
(-17.32,-48.42,"PALMELO","GO"),
(-16.79,-50.16,"PALMINOPOLIS","GO"),
(-18.17,-49.35,"PANAMA","GO"),
(-18.91,-50.65,"PARANAIGUARA","GO"),
(-16.94,-50.44,"PARAUNA","GO"),
(-17.52,-52.06,"PEROLANDIA","GO"),
(-16.09,-49.33,"PETROLINA DE GOIAS","GO"),
(-14.76,-49.57,"PILAR DE GOIAS","GO"),
(-17.3,-49.01,"PIRACANJUBA","GO"),
(-16.42,-51.82,"PIRANHAS","GO"),
(-15.85,-48.95,"PIRENOPOLIS","GO"),
(-17.3,-48.28,"PIRES DO RIO","GO"),
